"study_id","source","publication_type","authors","publication_year","source_title","article_title","abstract","doi","date_of_export","study_type","response","shrub_response","location","lat","lon","methods","drivers","n_drivers","annual_temp_count","annual_precip_count","summer_temp_count","winter_temp_count","temp_var_count","summer_precip_count","winter_precip_count","radiation_count","soil_moisture_count","topography_count","interactions_count","herbivory_count","nutrients_count","driver_regime","study_species","n_species","study_level","comment"
287,"WOS search","J","Olofsson, J; te Beest, M; Ericson, L",2013,"PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","Complex biotic interactions drive long-term vegetation dynamics in a subarctic ecosystem","Predicting impacts of global warming requires understanding of the extent to which plant biomass and production are controlled by bottom-up and top-down drivers. By annually monitoring community composition in grazed control plots and herbivore-free exclosures at an Arctic location for 15 years, we detected multiple biotic interactions. Regular rodent cycles acted as pulses driving synchronous fluctuations in the biomass of field-layer vegetation; reindeer influenced the biomass of taller shrubs, and the abundance of plant pathogenic fungi increased when densities of their host plants increased in exclosures. Two outbreaks of geometrid moths occurred during the study period, with contrasting effects on the field layer: one in 2004 had marginal effects, while one in 2012 severely reduced biomass in the control plots and eliminated biomass that had accumulated over 15 years in the exclosures. The latter was followed by a dramatic decline of the dominant understory dwarf-shrub Empetrum hermaphroditum, driven by an interaction between moth herbivory on top buds and leaves, and increased disease severity of a pathogenic fungus. We show that the climate has important direct and indirect effects on all these biotic interactions. We conclude that long time series are essential to identify key biotic interactions in ecosystems, since their importance will be influenced by climatic conditions, and that manipulative treatments are needed in order to obtain the mechanistic understanding needed for robust predictions of future ecosystem changes and their feedback effects.","10.1098/rstb.2012.0486","09/09/2020","empirical","vegetation-herbivore interactions","abundance; biomass","Abisko, SE",68.323,18.866,"herbivore exclusion","herbivory; summer temperature; winter temperature; summer precipitation; winter precipitation",5,0,0,1,1,0,1,1,0,0,0,0,1,0,"abiotic & biotic","Betula nana; Empetrum nigrum; Vaccinium uliginosum; Vaccinium vitis-idaea","4","species",""
303,"WOS search","J","Kaarlejarvi, E; Baxter, R; Hofgaard, A; Hytteborn, H; Khitun, O; Molau, U; Sjogersten, S; Wookey, P; Olofsson, J",2012,"ECOSYSTEMS","Effects of Warming on Shrub Abundance and Chemistry Drive Ecosystem-Level Changes in a Forest-Tundra Ecotone","Tundra vegetation is responding rapidly to on-going climate warming. The changes in plant abundance and chemistry might have cascading effects on tundra food webs, but an integrated understanding of how the responses vary between habitats and across environmental gradients is lacking. We assessed responses in plant abundance and plant chemistry to warmer climate, both at species and community levels, in two different habitats. We used a long-term and multisite warming (OTC) experiment in the Scandinavian forest-tundra ecotone to investigate (i) changes in plant community composition and (ii) responses in foliar nitrogen, phosphorus, and carbon-based secondary compound concentrations in two dominant evergreen dwarf-shrubs (Empetrum hermaphroditum and Vaccinium vitis-idaea) and two deciduous shrubs (Vaccinium myrtillus and Betula nana). We found that initial plant community composition, and the functional traits of these plants, will determine the responsiveness of the community composition, and thus community traits, to experimental warming. Although changes in plant chemistry within species were minor, alterations in plant community composition drive changes in community-level nutrient concentrations. In view of projected climate change, our results suggest that plant abundance will increase in the future, but nutrient concentrations in the tundra field layer vegetation will decrease. These effects are large enough to have knock-on consequences for major ecosystem processes like herbivory and nutrient cycling. The reduced food quality could lead to weaker trophic cascades and weaker top down control of plant community biomass and composition in the future. However, the opposite effects in forest indicate that these changes might be obscured by advancing treeline forests.","10.1007/s10021-012-9580-9","09/09/2020","empirical","shrub expansion","abundance; chemistry","Northern Fennoscandia",69.75,23.99,"vegetation surveys; branch collection","annual temperature; vegetation type; continentality",3,1,0,0,0,1,0,0,0,0,0,1,0,0,"abiotic & biotic","Empetrum nigrum; Betula nana; Vaccinium myrtillus; Vaccinium vitis-idaea","4","species",""
313,"WOS search","J","Zamin, TJ; Grogan, P",2012,"ENVIRONMENTAL RESEARCH LETTERS","Birch shrub growth in the low Arctic: the relative importance of experimental warming, enhanced nutrient availability, snow depth and caribou exclusion","Deciduous shrub growth has increased across the Arctic simultaneously with recent climate warming trends. The reduction in albedo associated with shrub-induced 'greening' of the tundra is predicted to cause significant positive feedbacks to regional warming. Enhanced soil fertility arising from climate change is expected to be the primary mechanism driving shrub responses, yet our overall understanding of the relative importance of soil nitrogen ( N) and phosphorus ( P) availability and the significance of other ecological drivers is constrained by experiments with varying treatments, sites, and durations. We investigated dwarf birch apical stem growth responses to a wide range of ecological factors ( enhanced summer temperatures, deepened snow, caribou exclusion, factorial high level nitrogen and phosphorus additions, and low level nitrogen additions) after six years of experimental manipulations in birch hummock tundra. As expected, birch apical stem growth was more strongly enhanced by the substantial increases in nutrient supply than by our changes in any of the other ecological factors. The factorial additions revealed that P availability was at least as important as that of N, and our low N additions demonstrated that growth was unresponsive to moderate increases in soil nitrogen alone. Experimental warming increased apical stem growth 2.5-fold-considerably more than in past studies-probably due to the relatively strong effect of our greenhouses on soil temperature. Together, these results have important implications for our understanding of the biogeochemical functioning of mesic tundra ecosystems as well as predicting their vegetation responses to climate change.","10.1088/1748-9326/7/3/034027","09/09/2020","empirical","shrub stem growth","growth","Northwest Territories, CA",64.867,-111.567,"factorial experiment","summer temperature; snow cover; herbivore exclusion; fertilisation",4,0,0,1,0,0,0,1,0,0,0,0,1,1,"abiotic & biotic","Betula glandulosa","1","species",""
321,"WOS search","J","Campioli, M; Leblans, N; Michelsen, A",2012,"ARCTIC ANTARCTIC AND ALPINE RESEARCH","Stem Secondary Growth of Tundra Shrubs: Impact of Environmental Factors and Relationships with Apical Growth","Our knowledge of stem secondary growth of arctic shrubs (a key component of tundra net primary production, NPP) is very limited. Here, we investigated the impact of the physical elements of the environment on shrub secondary growth by comparing annual growth rates of model species from similar habitats at contrasting altitude, microtopography, latitude, geographical location, and soil type, in both the sub- and High Arctic. We found that secondary growth has a modest sensitivity to the environment but with large differences among species. For example, the evergreen Cassiope tetragona is affected by altitude, microtopography, and latitude, whereas the evergreen Empetrum hermaphroditum has rather constant secondary growth in all environments. Deciduous species seem to be most affected by microtopography. Furthermore, the impact of the environment on secondary growth differed from the impact on primary growth (stem apical growth, stem length, and apical growth of stem plus leaves), in some cases even with opposite responses. Thus caution should be taken when estimating the impact of the environment on shrub growth from apical growth only. Integration of our data set with the (very limited) previously published information on secondary growth provides an overview of its contribution to NPP and annual growth rates for 9 arctic species at 18 sites in Sweden, Greenland, Svalbard, Alaska, and the Alps.","10.1657/1938-4246-44.1.16","09/09/2020","empirical / meta-analysis","shrub growth","growth","Abisko, SE; Svalbard, NO; Zackenberg, GL; Fountainemore, IT; Alaska, US",NA,NA,"biomass measurements","elevation; microtopography; latitude",3,0,0,0,0,0,0,0,0,0,2,0,0,0,"abiotic","Cassiope tetragona; Empetrum nigrum; Betula nana; Salix polaris; Salix arctica; Rhododendron tomentosum; Vaccinium uliginosum; Salix glauca; Salix pulchra","10","species",""
324,"WOS search","J","Albert, KR; Mikkelsen, TN; Ro-Poulsen, H; Arndal, MF; Michelsen, A",2011,"ENVIRONMENTAL AND EXPERIMENTAL BOTANY","Ambient UV-B radiation reduces PSII performance and net photosynthesis in high Arctic Salix arctica","Ambient ultraviolet-B (UV-B) radiation potentially impacts the photosynthetic performance of high Arctic plants. We conducted an UV-B exclusion experiment in a dwarf shrub heath in NE Greenland (74 degrees N), with open control, filter control, UV-B filtering and UV-AB filtering, all in combination with leaf angle control. Two sites with natural leaf positions had ground angles 0 degrees ('level site') and 45 degrees ('sloping site'), while at a third site the leaves were fixed in an angle of 45 degrees to homogenize the irradiance dose ('fixed leaf angle site'). The photosynthetic performance of the leaves was characterized by simultaneous gas exchange and chlorophyll fluorescence measurements and the PSII performance through the growing season was investigated with fluorescence measurements. Leaf harvest towards the end of the growing season was done to determine the specific leaf area and the content of carbon, nitrogen and UV-B absorbing compounds. Compared to a 60% reduced UV-B irradiance, the ambient solar UV-B reduced net photosynthesis in Salix arctica leaves fixed in the 45 degrees position which exposed leaves to maximum natural irradiance. Also a reduced Calvin Cycle capacity was found, i.e. the maximum rate of electron transport (J(max)) and the maximum carboxylation rate of Rubisco (V-cmax), and the PSII performance showed a decreased quantum yield and increased energy dissipation. A parallel response pattern and reduced PSII performance at all three sites indicate that these responses take place in all leaves across position in the vegetation. These findings add to the evidence that the ambient solar UV-B currently is a significant stress factor for plants in high Arctic Greenland. (C) 2010 Elsevier B.V. All rights reserved.","10.1016/j.envexpbot.2011.08.003","09/09/2020","empirical","photosynthetic activity","photosynthetic activity","Zackenberg, GL",74,21,"factorial experiment","UV-B radiation",1,0,0,0,0,0,0,0,1,0,0,0,0,0,"abiotic","Salix arctica","1","species",""
338,"WOS search","J","Rayback, SA; Lini, A; Henry, GHR",2011,"ARCTIC","Spatial Variability of the Dominant Climate Signal in Cassiope tetragona from Sites in Arctic Canada","Our study investigates the nature of the climate signal in three populations of the Arctic dwarf-shrub Cassiope tetragona using dendrochronological and stable isotope analysis techniques. We present 15 new C. tetragona chronologies from three sites (Axel Heiberg, Bathurst, and Devon islands) in the eastern Canadian Arctic, of which three are the first continuous stable carbon isotope ratio (delta C-13) time series developed for Arctic shrubs. Correlation and multivariate regression analyses revealed that multiple and different climate factors influenced the chronologies within and between the three sites. At the Axel Heiberg Island site, the dominant climatic influences over annual stem elongation were previous year (t-1) and current year (t) summer precipitation, while annual production of flower buds was influenced by (t) winter precipitation and spring temperature. At Bathurst Island, annual production of flower buds responded to (t-l) growing season sunshine hours and winter precipitation and to (t) late growing season temperature and moisture availability. Our analysis of the Axel Heiberg and Bathurst Island models revealed the positive influence on delta C-13 values of (t-1) winter temperature and on Bathurst Island only, of (t-1) spring sunshine hours. The combined influence of these parameters on spring moisture availability suggests that the delta C-13 ratios varied in response to stomatal conductance. At Devon Island, the delta C-13 values varied in response to (t) and (t-1) spring and summer temperature and spring and fall solar radiation, which in turn influence the rate of photosynthesis. Our study supports the emerging hypothesis that Arctic shrubs are sensitive to climate. However, strong spatial variation in plant-climate response characterized our sampling sites. This variation may be linked to site sensitivity, or regional climate variability due to geographic and topographic differences, or both.","10.14430/arctic4083","09/09/2020","empirical","shrub growth","growth","Nunavut, CA",80.167,-87.5,"dendrochronology; isotope analysis","summer temperature; summer precipitation",2,0,0,1,0,0,1,0,0,0,0,0,0,0,"abiotic","Cassiope tetragona","1","species",""
341,"WOS search","J","Blok, D; Sass-Klaassen, U; Schaepman-Strub, G; Heijmans, MMPD; Sauren, P; Berendse, F",2011,"BIOGEOSCIENCES","What are the main climate drivers for shrub growth in Northeastern Siberian tundra?","Deciduous shrubs are expected to rapidly expand in the Arctic during the coming decades due to climate warming. A transition towards more shrub-dominated tundra may have large implications for the regional surface energy balance, permafrost stability and carbon storage capacity, with consequences for the global climate system. However, little information is available on the natural long-term shrub growth response to climatic variability. Our aim was to determine the climate factor and time period that are most important to annual shrub growth in our research site in NE-Siberia. Therefore, we determined annual radial growth rates in Salix pulchra and Betula nana shrubs by measuring ring widths. We constructed shrub ring width chronologies and compared growth rates to regional climate and remotely sensed greenness data. Early summer temperature was the most important factor influencing ring width of S. pulchra (Pearson's r = 0.73, p < 0.001) and B. nana (Pearson's r = 0.46, p < 0.001). No effect of winter precipitation on shrub growth was observed. In contrast, summer precipitation of the previous year correlated positively with B. nana ring width (Pearson's r = 0.42, p < 0.01), suggesting that wet summers facilitate shrub growth in the following growing season. S. pulchra ring width correlated positively with peak summer NDVI, despite the small coverage of S. pulchra shrubs (<5% surface cover) in our research area. We provide the first climate-growth study on shrubs for Northeast Siberia, the largest tundra region in the world. We show that two deciduous shrub species with markedly different growth forms have a similar growth response to changes in climate. The obtained shrub growth response to climate variability in the past increases our understanding of the mechanisms underlying current shrub expansion, which is required to predict future climate-driven tundra vegetation shifts.","10.5194/bg-8-1169-2011","09/09/2020","empirical","shrub growth","growth","Siberian Arctic, RU",70.817,147.467,"dendrochronology; remote sensing","winter temperature; spring temperature; summer temperature; winter precipitation; spring precipitation; summer precipitation; productivity",7,0,0,1,1,0,1,1,0,0,0,0,0,0,"abiotic & biotic","Salix pulchra; Betula nana","2","species",""
343,"WOS search","J","Rohrs-Richey, JK; Mulder, CPH; Winton, LM; Stanosz, G",2011,"NEW PHYTOLOGIST","Physiological performance of an Alaskan shrub (Alnus fruticosa) in response to disease (Valsa melanodiscus) and water stress","P>Following the decades-long warming and drying trend in Alaska, there is mounting evidence that temperature-induced drought stress is associated with disease outbreaks in the boreal forest. Recent evidence of this trend is an outbreak of Cytospora canker disease (fungal pathogen Valsa melanodiscus (anamorph = Cytospora umbrina)) on Alnus species. For Alnus fruticosa, we examined the effects of water stress on disease predisposition, and the effects of disease and water stress on host physiology. In two trials, we conducted a full-factorial experiment that crossed two levels of water stress with three types of inoculum (two isolates of V. melanodiscus, one control isolate). Water stress was not required for disease predisposition. However, the effects of water stress and disease on host physiology were greatest near the peak phenological stage of the host and during hot, dry conditions. During this time, water stress and disease reduced light-saturated photosynthesis (-30%), light saturation point (-60%) and stomatal conductance (-40%). Our results depended on the timing of water stress and disease in relation to host phenology and the environment. These factors should not be overlooked in attempts to generalize predictions about the role of temperature-induced drought stress in this pathosystem.","10.1111/j.1469-8137.2010.03472.x","09/09/2020","empirical","shrub physiology","physiology","Alaska, US",64.858,-147.856,"factorial experiment","soil moisture; pathogens",2,0,0,0,0,0,0,0,0,1,0,0,0,0,"abiotic & biotic","Alnus fruticosa","1","species",""
346,"WOS search","J","Weijers, S; Broekman, R; Rozema, J",2010,"QUATERNARY SCIENCE REVIEWS","Dendrochronology in the High Arctic: July air temperatures reconstructed from annual shoot length growth of the circumarctic dwarf shrub Cassiope tetragona","The instrumental Arctic climate record is both temporally and spatially limited. Therefore, there is a need for reliable climate proxies to increase knowledge of past and future Arctic climate change. Annual shoot length increase of the circumarctic dwarf shrub species Cassiope tetragona represents such a new climate proxy. We measured annual shoot length increase of 32 plant samples of the circumarctic dwarf shrub species C tetragona using the presence of wintermarksepta within the stems, resulting in a 169 year growth chronology (1840-2008) for a High Arctic site on Svalbard. This is the longest growth chronology for dwarf shrub species produced up to now. Relationships between climate and Cassiope growth were investigated through correlative, response function and forward stepwise multiple regression analysis. July average air temperature was found to be the most important factor determining growth, by itself capable of explaining 41% of the variance in shoot growth between 1912 and 2008. The second best predictors were previous year September precipitation sums and average air temperatures, along with several previous growth parameters. A multiple regression model explaining growth with current July and previous year September temperature, combined with previous growth of lag 1, 2 and 5 years as predictors explains 70% of the observed variance in growth. July temperatures and previous year September precipitation sums alone explain 59% of the variance in standardized growth. Mean July air temperature was reconstructed for the period between 1876 and 2007 by a growth-temperature transfer model, using current and following year's growth. The estimated temperatures correlated well with measured temperatures over the calibration (1912-1959) and verification (1960-2007) period: R-2 = 0.34 and R-2 = 0.47, respectively. The instrumental record (1912-2008) extended with these reliable mean July temperature estimates (1876-1911) reveals a significant warming trend on Svalbard since 1876 of 0.07 degrees C decade(-1) on average. This study shows that the climate-growth relationships in C tetragona, its longevity, its annual resolution, the availability of (sub)fossil fragments in tundra soil cores and its circumartic distribution make it a very valuable tool for climate reconstructions beyond the instrumental record and in areas lacking meteorological data, throughout the Arctic. (C) 2010 Elsevier Ltd. All rights reserved.","10.1016/j.quascirev.2010.09.003","09/09/2020","empirical","shrub growth","growth","Svalbard, NO",78.183,15.733,"dendrochronology","monthly temperature; monthly precipitation; summer temperature",3,0,0,1,0,0,0,0,0,0,0,0,0,0,"abiotic","Cassiope tetragona","1","species",""
347,"WOS search","J","Schmidt, NM; Baittinger, C; Kollmann, J; Forchhammer, MC",2010,"ARCTIC ANTARCTIC AND ALPINE RESEARCH","Consistent Dendrochronological Response of the Dioecious Salix arctica to Variation in Local Snow Precipitation across Gender and Vegetation Types","Dendroclimatological reconstructions may be influenced by intraspecific variation in radial growth caused by plant gender and ecotypic differentiation We examined the growth response of the High Arctic Salix arctica to interannual variation in snow precipitation in Zackenberg, NE Greenland Tree ring examinations revealed a consistent response of annual radial growth in this dwarf shrub to variation in the amount of snow precipitation across gender and across three distinct vegetation types Annual growth, however, differed between vegetation types These results are discussed with respect to an improved understanding of the factors limiting the growth of S arctica, which can be used for future reconstructions of climatic conditions, especially in remote High Arctic regions","10.1657/1938-4246-42.4.471","09/09/2020","empirical","shrub growth","growth","Zackenberg, GL",74,21,"dendrochronology","snow cover; vegetation type",2,0,0,0,0,0,0,1,0,0,0,1,0,0,"abiotic & biotic","Salix arctica","1","species",""
349,"WOS search","J","Bokhorst, S; Bjerke, JW; Davey, MP; Taulavuori, K; Taulavuori, E; Laine, K; Callaghan, TV; Phoenix, GK",2010,"PHYSIOLOGIA PLANTARUM","Impacts of extreme winter warming events on plant physiology in a sub-Arctic heath community","Insulation provided by snow cover and tolerance of freezing by physiological acclimation allows Arctic plants to survive cold winter temperatures. However, both the protection mechanisms may be lost with winter climate change, especially during extreme winter warming events where loss of snow cover from snow melt results in exposure of plants to warm temperatures and then returning extreme cold in the absence of insulating snow. These events cause considerable damage to Arctic plants, but physiological responses behind such damage remain unknown. Here, we report simulations of extreme winter warming events using infrared heating lamps and soil warming cables in a sub-Arctic heathland. During these events, we measured maximum quantum yield of photosystem II (PSII), photosynthesis, respiration, bud swelling and associated bud carbohydrate changes and lipid peroxidation to identify physiological responses during and after the winter warming events in three dwarf shrub species: Empetrum hermaphroditum, Vaccinium vitis-idaea and Vaccinium myrtillus. Winter warming increased maximum quantum yield of PSII, and photosynthesis was initiated for E. hermaphroditum and V. vitis-idaea. Bud swelling, bud carbohydrate decreases and lipid peroxidation were largest for E. hermaphroditum, whereas V. myrtillus and V. vitis-idaea showed no or less strong responses. Increased physiological activity and bud swelling suggest that sub-Arctic plants can initiate spring-like development in response to a short winter warming event. Lipid peroxidation suggests that plants experience increased winter stress. The observed differences between species in physiological responses are broadly consistent with interspecific differences in damage seen in previous studies, with E. hermaphroditum and V. myrtillus tending to be most sensitive. This suggests that initiation of spring-like development may be a major driver in the damage caused by winter warming events that are predicted to become more frequent in some regions of the Arctic and that may ultimately drive plant community shifts.","10.1111/j.1399-3054.2010.01386.x","09/09/2020","empirical","plant physiology","physiology","Abisko, SE",68.35,18.817,"physiology","winter extreme events",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"abiotic","Empetrum nigrum; Vaccinium vitis-idaea; Vaccinium myrtillus","3","species",""
354,"WOS search","J","Wipf, S",2010,"PLANT ECOLOGY","Phenology, growth, and fecundity of eight subarctic tundra species in response to snowmelt manipulations","The snow cover extent is an important factor for the structure and composition of arctic and alpine tundra communities. Over the last few decades, snowmelt in many arctic and alpine regions has advanced, causing the growing season to start earlier and last longer. In a field experiment in subarctic tundra in Interior Alaska, I manipulated the timing of snowmelt and measured the response in mortality, phenology, growth, and reproduction of the eight dominant plant species. I then tested whether the phenological development of these species was controlled by snowmelt date or by temperature (in particular growing degree days, GDD). In order to expand our understanding of plant sensitivity to snowmelt timing, I explored whether the response patterns can be generalized with regard to the temporal niche of each species. Differences in the phenology between treatments were only found for the first stages of the phenological development (=phenophases). The earlier the temporal niche (i.e., the sooner after snowmelt a species develops) the more its phenology was sensitive to snowmelt. Later phenophases were mostly controlled by GDD, especially in late-developing species. In no species did an earlier snowmelt and a longer growing season directly enhance plant fitness or fecundity, in spite of the changes in the timing of plant development. In conclusion, the temporal niche of a species' phenological development could be a predictor of its response to snowmelt timing. However, only the first phenophases were susceptible to changes in snowmelt, and no short-term effects on plant fitness were found.","10.1007/s11258-009-9653-9","09/09/2020","empirical","shrub performance","growth; phenology; reproduction","Alaska, US",64.95,-148.367,"experimental manipulation","snow cover",1,0,0,0,0,0,0,1,0,0,0,0,0,0,"abiotic","Rhododendron tomentosum; Vaccinium vitis-idaea; Empetrum nigrum; Cassiope tetragona; Betula nana; Vaccinium uliginosum","6","species",""
359,"WOS search","J","Hallinger, M; Manthey, M; Wilmking, M",2010,"NEW PHYTOLOGIST","Establishing a missing link: warm summers and winter snow cover promote shrub expansion into alpine tundra in Scandinavia","P>Shrub expansion in alpine and arctic areas is a process with possibly profound implications for ecosystem functioning. The recent shrub expansion has been mainly documented by remote sensing techniques, but the drivers for this process largely remain hypotheses. Here, we outline a dendrochronological method, adapted to shrubs, to address these hypotheses and then present a mechanism for the current shrub expansion by linking recent climate change to shrub growth performance in northern Sweden. A pronounced increase in radial and vertical growth during recent decades along an elevational gradient from treeline to shrubline indicates an ongoing shrub expansion. Age distribution of the shrub population indicates the new colonization of shrubs at high elevations. Shrub growth is correlated with warm summers and winter snow cover and suggests the potential for large-scale ecosystem changes if climate change continues as projected.","10.1111/j.1469-8137.2010.03223.x","09/09/2020","empirical","shrub encroachment","growth","Abisko, SE",68.35,18.817,"dendrochronology","monthly temperature; monthly precipitation; snow cover",3,0,0,0,0,0,0,1,0,0,0,0,0,0,"abiotic","Juniperus nana","1","species",""
361,"WOS search","J","Hofgaard, A; Lokken, JO; Dalen, L; Hytteborn, H",2010,"PLANT ECOLOGY & DIVERSITY","Comparing warming and grazing effects on birch growth in an alpine environment - a 10-year experiment","Background: Tree encroachment of arctic tundra and alpine vegetation is a generally predicted response to climate warming. However, herbivory plays an important role in structuring these ecosystems and their responses to warming. Aims: To experimentally test how grazing and increased growing season temperature influence growth, physiognomy and stature of birch in the alpine zone. Methods: Trait responses of naturally regenerated birch saplings to warming (open-top chambers), and changed grazing regime (exclosures) were compared with those growing in unmanipulated conditions over a 10-year period (1999-2008). The effect of treatment over time and differences between treatments were analysed with repeated measures GLM (Generalised Linear Model) and simple contrasts in GLM. Results: Warming alone had no major effect on trait responses, however, significantly smaller leaves and an increased number of short shoots indicated warming-related growth constraints. Grazing showed a strong controlling effect on most traits, conserving low stature sapling stage characterised by fewer shoots and larger leaves, compared with non-grazed treatments. Conclusions: Although derived from one experimental site, the results point to a grazing-controlled response to environmental change, with climate (warming) as a secondary driver. This herbivore-driven masking of expected climate-driven tree expansion emphasises the necessity to consider changes in grazing regimes along with climate change, in order to avoid misleading interpretations regarding climate-driven tundra encroachment.","10.1080/17550871003717016","09/09/2020","empirical","shrub growth","growth; stature","Dovrefjell, NO",62.3,9.617,"factorial experiment","summer temperature; herbivory",2,0,0,1,0,0,0,0,0,0,0,0,1,0,"abiotic & biotic","Betula nana","1","species",""
363,"WOS search","J","Pajunen, AM",2009,"ARCTIC ANTARCTIC AND ALPINE RESEARCH","Environmental and Biotic Determinants of Growth and Height of Arctic Willow Shrubs along a Latitudinal Gradient","Ecological factors determining the growth of arctic shrubs remain poorly understood, thereby obscuring the current predictions about climate change effects. I conducted a study on the Yamal Peninsula, West Siberia, to find out which factors determine the growth and height of upright willows (Sali.-V glauca and S. lanata). I sampled willow thickets at different slope positions at 13 sites along a 300-km-long north-south transect. The measurements included the height of willow shrubs and the length and diameter of shoots. The length and diameter of willow shoots increased southwards and with increasing distance from the sea. At the top of the slope and in areas with shallow thaw, the height and growth of willow were low compared to other slope positions and to areas with deep thaw. An increasing level of reindeer (Rangifer tarandus) grazing intensity was associated with decreased height and growth of willow and also associated with reduced foraging activity of willow grouse (Lagopus lagopus). The results show that even though increasing summer warmth is likely to enhance willow growth, there are other factors such as distance from the sea that also affect the growth and height of willow. The results suggest that reindeer grazing may locally counteract the effects of climate change.","10.1657/1938-4246-41.4.478","09/09/2020","empirical","shrub growth and height","growth; height","Yamal, RU",69.7,66.5,"vegetation transect","continentality; slope position; herbivory",3,0,0,0,0,1,0,0,0,0,1,0,1,0,"abiotic & biotic","Salix glauca; Salix lanata","2","species",""
364,"WOS search","J","Olofsson, J; Oksanen, L; Callaghan, T; Hulme, PE; Oksanen, T; Suominen, O",2009,"GLOBAL CHANGE BIOLOGY","Herbivores inhibit climate-driven shrub expansion on the tundra","Recent Pan-Arctic shrub expansion has been interpreted as a response to a warmer climate. However, herbivores can also influence the abundance of shrubs in arctic ecosystems. We addressed these alternative explanations by following the changes in plant community composition during the last 10 years in permanent plots inside and outside exclosures with different mesh sizes that exclude either only reindeer or all mammalian herbivores including voles and lemmings. The exclosures were replicated at three forest and tundra sites at four different locations along a climatic gradient ( oceanic to continental) in northern Fennoscandia. Since the last 10 years have been exceptionally warm, we could study how warming has influenced the vegetation in different grazing treatments. Our results show that the abundance of the dominant shrub, Betula nana, has increased during the last decade, but that the increase was more pronounced when herbivores were excluded. Reindeer have the largest effect on shrubs in tundra, while voles and lemmings have a larger effect in the forest. The positive relationship between annual mean temperature and shrub growth in the absence of herbivores and the lack of relationships in grazed controls is another indication that shrub abundance is controlled by an interaction between herbivores and climate. In addition to their effects on taller shrubs (>0.3 m), reindeer reduced the abundance of lichens, whereas microtine rodents reduced the abundance of dwarf shrubs (<0.3 m) and mosses. In contrast to short-term responses, competitive interactions between dwarf shrubs and lichens were evident in the long term. These results show that herbivores have to be considered in order to understand how a changing climate will influence tundra ecosystems.","10.1111/j.1365-2486.2009.01935.x","09/09/2020","empirical","shrub encroachment","abundance","Northern Fennoscandia",70.5,23.5,"herbivore exclusion; vegetation surveys","herbivory; annual temperature; annual precipitation; vegetation type",4,1,1,0,0,0,0,0,0,0,0,1,1,0,"abiotic & biotic","Betula nana; Empetrum nigrum; Vaccinium myrtillus; Vaccinium uliginosum; Vaccinium vitis-idaea","5","species",""
366,"WOS search","J","Iversen, M; Brathen, KA; Yoccoz, NG; Ims, RA",2009,"JOURNAL OF VEGETATION SCIENCE","Predictors of plant phenology in a diverse high-latitude alpine landscape: growth forms and topography","Question: Different plant growth forms may have distinctly different functioning in ecosystems. Association of phenological patterns with growth form will therefore help elucidate the role of phenology in an ecosystem. We ask whether growth forms of common vascular plants differ in terms of vegetative and flowering phenology, and if such phenological differences are consistent across environmental gradients caused by landscape-scale topography. Location: A high-latitude alpine landscape in Finnmark County, Norway (70 degrees N). Methods: We assessed vegetative and flowering phenology repeatedly in five growth forms represented by 11 common vascular plant species across an altitudinal gradient and among differing slope aspects. Results: Species phenology Clustered well according to growth form, and growth form strongly explained variation in both flowering and vegetative phenology. Altitude and aspect were poor predictors of phenological variation. Vegetative phenology of the growth forms, ranked from slowest to fastest, was in the order evergreen shrubs <sedges-deciduous shrubs <grasses <forbs, while a reverse ranking was found for flowering phenology. Conclusion: Growth form-specific phenological patterns are associated with fundamentally different abilities for resource acquisition and resource conservation. The weak effect of landscape-scale topographic factors indicates that variation within growth forms is mainly influenced by local environmental factors not accounted for in this study. On the basis of these results, we argue that growth forms should be considered as predictors of phenology together with the customary use of topography and normalized difference vegetation index, especially when assessing the role of phenology in an ecosystem.","10.1111/j.1654-1103.2009.01088.x","09/09/2020","empirical","phenology","phenology","Finnmark, NO",69.883,24.917,"monitoring","growth form; slope",2,0,0,0,0,0,0,0,0,0,1,0,0,0,"abiotic & biotic","Empetrum nigrum; Betula nana; Vaccinium myrtillus","3","species",""
